ts,elapsed,gpu_core,gpu_util,gpu_power,gpu_clock,gpu_vram,cpu_tctl,cpu_ccd1,pump_rpm,rad_rpm,rad_duty,f1_duty,f2_duty,f3_duty,f1_rpm,f2_rpm,f3_rpm
1787463946,140.3,68.0,94.0,463.34,2797.0,72.0,60.50000762939453,57.375003814697266,2170.41796875,1773.9815673828125,50.98039245605469,77,89,84,1823,1796,1652
1787463948,141.8,68.0,95.0,470.44,2790.0,72.0,59.62500762939453,60.750003814697266,2163.46142578125,1748.7047119140625,50.98039245605469,77,89,84,1818,1807,1657
1787463949,143.3,68.0,95.0,465.99,2790.0,72.0,59.62500762939453,60.750003814697266,2163.46142578125,1748.7047119140625,50.98039245605469,77,89,84,1812,1791,1652
1787463951,144.8,68.0,94.0,464.97,2790.0,72.0,59.12500762939453,57.375003814697266,2170.41796875,1757.8125,50.98039245605469,77,89,84,1807,1796,1648
1787463952,146.3,68.0,97.0,462.11,2790.0,72.0,59.12500762939453,57.375003814697266,2170.41796875,1757.8125,50.98039245605469,77,89,84,1801,1807,1657
1787463954,147.8,68.0,95.0,458.52,2790.0,72.0,61.87500762939453,61.375003814697266,2166.93408203125,1773.9815673828125,50.98039245605469,77,89,84,1791,1796,1652
1787463955,149.3,68.0,96.0,454.77,2797.0,72.0,61.87500762939453,61.375003814697266,2166.93408203125,1773.9815673828125,50.98039245605469,77,89,84,1807,1785,1657
1787463957,150.8,67.0,94.0,441.95,2790.0,70.0,62.50000762939453,55.000003814697266,2163.46142578125,1757.8125,50.98039245605469,77,89,84,1796,1812,1648
1787463958,152.3,67.0,89.0,439.22,2790.0,70.0,62.50000762939453,55.000003814697266,2163.46142578125,1757.8125,50.98039245605469,77,89,84,1823,1801,1648
1787463960,153.8,67.0,98.0,440.14,2797.0,72.0,62.00000762939453,60.500003814697266,2163.46142578125,1760.104248046875,50.98039245605469,77,89,84,1812,1796,1657
1787463961,155.3,68.0,96.0,438.64,2790.0,72.0,62.00000762939453,60.500003814697266,2163.46142578125,1760.104248046875,50.98039245605469,77,89,84,1791,1801,1652
1787463963,156.8,68.0,95.0,448.02,2782.0,72.0,60.87500762939453,56.750003814697266,2166.93408203125,1762.402099609375,50.98039245605469,77,89,84,1801,1791,1652
1787463964,158.3,67.0,93.0,445.78,2782.0,72.0,60.62500762939453,61.250003814697266,2166.93408203125,1771.653564453125,50.98039245605469,77,89,84,1796,1796,1652
1787463966,159.8,68.0,92.0,446.86,2782.0,72.0,60.25000762939453,55.875003814697266,2170.41796875,1760.104248046875,50.98039245605469,77,89,84,1807,1796,1652
1787463967,161.3,68.0,93.0,439.98,2782.0,70.0,60.12500762939453,59.500003814697266,2163.46142578125,1760.104248046875,50.98039245605469,77,89,84,1818,1801,1662
1787463969,162.8,68.0,97.0,443.45,2790.0,72.0,60.25000762939453,54.125003814697266,2160.0,1760.104248046875,50.98039245605469,77,89,84,1807,1801,1648
1787463970,164.3,67.0,94.0,441.8,2790.0,72.0,60.00000762939453,53.625003814697266,2160.0,1741.9354248046875,50.98039245605469,77,89,84,1812,1791,1657
1787463972,165.8,67.0,95.0,434.19,2790.0,70.0,62.87500762939453,65.875,2163.46142578125,1776.3157958984375,50.98039245605469,77,89,84,1812,1796,1662
1787463973,167.3,68.0,91.0,440.37,2790.0,72.0,62.75000762939453,57.750003814697266,2163.46142578125,1776.3157958984375,50.98039245605469,77,89,84,1812,1796,1657
1787463975,168.8,68.0,95.0,451.58,2797.0,72.0,61.50000762939453,64.125,2163.46142578125,1748.7047119140625,50.98039245605469,77,89,84,1807,1796,1657
1787463976,170.3,68.0,95.0,440.77,2790.0,70.0,61.62500762939453,61.375003814697266,2160.0,1746.4423828125,50.98039245605469,77,89,84,1801,1801,1652
1787463978,171.8,67.0,94.0,445.78,2790.0,70.0,61.62500762939453,61.375003814697266,2160.0,1746.4423828125,50.98039245605469,77,89,84,1807,1807,1648
1787463979,173.3,68.0,93.0,451.22,2790.0,72.0,62.00000762939453,65.0,2170.41796875,1739.690673828125,50.98039245605469,77,89,84,1791,1801,1657
1787463981,174.8,68.0,93.0,451.51,2790.0,72.0,62.00000762939453,65.0,2170.41796875,1739.690673828125,50.98039245605469,77,89,84,1807,1796,1652
1787463982,176.3,68.0,94.0,454.74,2790.0,72.0,62.00000762939453,56.875003814697266,2160.0,1741.9354248046875,50.98039245605469,77,89,84,1812,1807,1657
1787463984,177.8,68.0,95.0,463.56,2790.0,72.0,62.00000762939453,56.875003814697266,2160.0,1741.9354248046875,50.98039245605469,77,89,84,1801,1801,1657
1787463985,179.3,67.0,92.0,452.36,2797.0,72.0,62.12500762939453,63.250003814697266,2166.93408203125,1778.6561279296875,50.98039245605469,77,89,84,1801,1801,1657
1787463987,180.8,68.0,97.0,441.28,2782.0,72.0,62.12500762939453,63.250003814697266,2166.93408203125,1778.6561279296875,50.98039245605469,77,89,84,1807,1801,1666
1787463988,182.3,68.0,96.0,435.83,2790.0,70.0,61.75000762939453,56.750003814697266,2163.46142578125,1741.9354248046875,50.98039245605469,77,89,84,1812,1791,1652
1787463990,183.8,67.0,92.0,433.24,2797.0,70.0,61.75000762939453,56.750003814697266,2163.46142578125,1741.9354248046875,50.98039245605469,77,89,84,1801,1807,1657
1787463991,185.3,67.0,95.0,431.1,2797.0,70.0,64.12500762939453,64.375,2163.46142578125,1762.402099609375,50.98039245605469,77,89,84,1807,1801,1657
1787463993,186.8,67.0,94.0,430.34,2790.0,70.0,64.12500762939453,64.375,2163.46142578125,1762.402099609375,50.98039245605469,77,89,84,1791,1801,1657
1787463994,188.3,67.0,96.0,439.45,2790.0,70.0,64.12500762939453,60.000003814697266,2163.46142578125,1762.402099609375,50.98039245605469,77,89,84,1812,1796,1657
1787463996,189.8,68.0,94.0,438.06,2790.0,70.0,64.12500762939453,60.000003814697266,2163.46142578125,1762.402099609375,50.98039245605469,77,89,84,1801,1796,1652
1787463997,191.3,68.0,98.0,452.55,2790.0,72.0,63.50000762939453,57.750003814697266,2170.41796875,1744.18603515625,50.98039245605469,77,89,84,1812,1801,1657
1787463999,192.8,67.0,95.0,445.7,2790.0,72.0,63.50000762939453,57.750003814697266,2170.41796875,1744.18603515625,50.98039245605469,77,89,84,1807,1796,1657
